Country,Sex,Age_Category,Year,Predicted_Rate
"Korea, Democratic People's Republic of",Male,Children,2029,3.006272727
"Korea, Republic of",Female,Youth,2025,5.256818182
"Korea, Republic of",Female,Youth,2026,4.775590909
"Korea, Republic of",Female,Youth,2027,4.294363636
"Korea, Republic of",Female,Youth,2028,3.813136364
"Korea, Republic of",Female,Youth,2029,3.331909091
"Korea, Republic of",Female,Adults,2025,2.993
"Korea, Republic of",Female,Adults,2026,2.998954545
"Korea, Republic of",Female,Adults,2027,3.004909091
"Korea, Republic of",Female,Adults,2028,3.010863636
"Korea, Republic of",Female,Adults,2029,3.016818182
"Korea, Republic of",Female,Children,2025,3.093963636
"Korea, Republic of",Female,Children,2026,3.049881818
"Korea, Republic of",Female,Children,2027,3.0058
"Korea, Republic of",Female,Children,2028,2.961718182
"Korea, Republic of",Female,Children,2029,2.917636364
"Korea, Republic of",Male,Youth,2025,6.543236364
"Korea, Republic of",Male,Youth,2026,6.1407
"Korea, Republic of",Male,Youth,2027,5.738163636
"Korea, Republic of",Male,Youth,2028,5.335627273
"Korea, Republic of",Male,Youth,2029,4.933090909
"Korea, Republic of",Male,Adults,2025,2.8112
"Korea, Republic of",Male,Adults,2026,2.754536364
"Korea, Republic of",Male,Adults,2027,2.697872727
"Korea, Republic of",Male,Adults,2028,2.641209091
"Korea, Republic of",Male,Adults,2029,2.584545455
"Korea, Republic of",Male,Children,2025,2.930436364
"Korea, Republic of",Male,Children,2026,2.847872727
"Korea, Republic of",Male,Children,2027,2.765309091
"Korea, Republic of",Male,Children,2028,2.682745455
"Korea, Republic of",Male,Children,2029,2.600181818
Kuwait,Female,Youth,2025,34.16916364
Kuwait,Female,Youth,2026,35.09623636
Kuwait,Female,Youth,2027,36.02330909
Kuwait,Female,Youth,2028,36.95038182
Kuwait,Female,Youth,2029,37.87745455
Kuwait,Female,Adults,2025,5.136272727
Kuwait,Female,Adults,2026,5.184045455
Kuwait,Female,Adults,2027,5.231818182
Kuwait,Female,Adults,2028,5.279590909
Kuwait,Female,Adults,2029,5.327363636
Kuwait,Female,Children,2025,6.682727273
Kuwait,Female,Children,2026,6.7705
Kuwait,Female,Children,2027,6.858272727
Kuwait,Female,Children,2028,6.946045455
Kuwait,Female,Children,2029,7.033818182
Kuwait,Male,Youth,2025,8.090927273
Kuwait,Male,Youth,2026,7.699127273
Kuwait,Male,Youth,2027,7.307327273
Kuwait,Male,Youth,2028,6.915527273
Kuwait,Male,Youth,2029,6.523727273
Kuwait,Male,Adults,2025,0.656036364
Kuwait,Male,Adults,2026,0.641481818
Kuwait,Male,Adults,2027,0.626927273
Kuwait,Male,Adults,2028,0.612372727
Kuwait,Male,Adults,2029,0.597818182
Kuwait,Male,Children,2025,0.947763636
Kuwait,Male,Children,2026,0.910572727
Kuwait,Male,Children,2027,0.873381818
Kuwait,Male,Children,2028,0.836190909
Kuwait,Male,Children,2029,0.799
Kyrgyzstan,Female,Youth,2025,10.05738182
Kyrgyzstan,Female,Youth,2026,10.21749091
Kyrgyzstan,Female,Youth,2027,10.3776
Kyrgyzstan,Female,Youth,2028,10.53770909
Kyrgyzstan,Female,Youth,2029,10.69781818
Kyrgyzstan,Female,Adults,2025,3.953527273
Kyrgyzstan,Female,Adults,2026,4.082554545
Kyrgyzstan,Female,Adults,2027,4.211581818
Kyrgyzstan,Female,Adults,2028,4.340609091
Kyrgyzstan,Female,Adults,2029,4.469636364
Kyrgyzstan,Female,Children,2025,4.720454545
Kyrgyzstan,Female,Children,2026,4.825454545
Kyrgyzstan,Female,Children,2027,4.930454545
Kyrgyzstan,Female,Children,2028,5.035454545
Kyrgyzstan,Female,Children,2029,5.140454545
Kyrgyzstan,Male,Youth,2025,8.516418182
Kyrgyzstan,Male,Youth,2026,8.816381818
Kyrgyzstan,Male,Youth,2027,9.116345455
Kyrgyzstan,Male,Youth,2028,9.416309091
Kyrgyzstan,Male,Youth,2029,9.716272727
Kyrgyzstan,Male,Adults,2025,3.335218182
Kyrgyzstan,Male,Adults,2026,3.396163636
Kyrgyzstan,Male,Adults,2027,3.457109091
Kyrgyzstan,Male,Adults,2028,3.518054545
Kyrgyzstan,Male,Adults,2029,3.579
Kyrgyzstan,Male,Children,2025,4.216072727
Kyrgyzstan,Male,Children,2026,4.305327273
Kyrgyzstan,Male,Children,2027,4.394581818
Kyrgyzstan,Male,Children,2028,4.483836364
Kyrgyzstan,Male,Children,2029,4.573090909
Lao People's Democratic Republic,Female,Youth,2025,6.611309091
Lao People's Democratic Republic,Female,Youth,2026,6.830890909
Lao People's Democratic Republic,Female,Youth,2027,7.050472727
Lao People's Democratic Republic,Female,Youth,2028,7.270054545
Lao People's Democratic Republic,Female,Youth,2029,7.489636364
Lao People's Democratic Republic,Female,Adults,2025,2.752054545
Lao People's Democratic Republic,Female,Adults,2026,2.884290909
Lao People's Democratic Republic,Female,Adults,2027,3.016527273
Lao People's Democratic Republic,Female,Adults,2028,3.148763636
Lao People's Democratic Republic,Female,Adults,2029,3.281
Lao People's Democratic Republic,Female,Children,2025,3.607109091
Lao People's Democratic Republic,Female,Children,2026,3.742581818
Lao People's Democratic Republic,Female,Children,2027,3.878054545
Lao People's Democratic Republic,Female,Children,2028,4.013527273
Lao People's Democratic Republic,Female,Children,2029,4.149
Lao People's Democratic Republic,Male,Youth,2025,7.656618182
Lao People's Democratic Republic,Male,Youth,2026,7.8926
Lao People's Democratic Republic,Male,Youth,2027,8.128581818
Lao People's Democratic Republic,Male,Youth,2028,8.364563636
Lao People's Democratic Republic,Male,Youth,2029,8.600545455
Lao People's Democratic Republic,Male,Adults,2025,4.3512
Lao People's Democratic Republic,Male,Adults,2026,4.555036364
Lao People's Democratic Republic,Male,Adults,2027,4.758872727
Lao People's Democratic Republic,Male,Adults,2028,4.962709091
Lao People's Democratic Republic,Male,Adults,2029,5.166545455
Lao People's Democratic Republic,Male,Children,2025,5.027709091
Lao People's Democratic Republic,Male,Children,2026,5.226190909
Lao People's Democratic Republic,Male,Children,2027,5.424672727
Lao People's Democratic Republic,Male,Children,2028,5.623154545
Lao People's Democratic Republic,Male,Children,2029,5.821636364
Latvia,Female,Youth,2025,9.355763636
Latvia,Female,Youth,2026,8.732118182
Latvia,Female,Youth,2027,8.108472727
Latvia,Female,Youth,2028,7.484827273
Latvia,Female,Youth,2029,6.861181818
Latvia,Female,Adults,2025,4.084745455
Latvia,Female,Adults,2026,3.684672727
Latvia,Female,Adults,2027,3.2846
Latvia,Female,Adults,2028,2.884527273
Latvia,Female,Adults,2029,2.484454545
Latvia,Female,Children,2025,4.339181818
Latvia,Female,Children,2026,3.912136364
Latvia,Female,Children,2027,3.485090909
Latvia,Female,Children,2028,3.058045455
Latvia,Female,Children,2029,2.631
Latvia,Male,Youth,2025,13.17734545
Latvia,Male,Youth,2026,12.65228182
Latvia,Male,Youth,2027,12.12721818
Latvia,Male,Youth,2028,11.60215455
Latvia,Male,Youth,2029,11.07709091
Latvia,Male,Adults,2025,6.360709091
Latvia,Male,Adults,2026,6.000736364
Latvia,Male,Adults,2027,5.640763636
Latvia,Male,Adults,2028,5.280790909
Latvia,Male,Adults,2029,4.920818182
Latvia,Male,Children,2025,6.782418182
Latvia,Male,Children,2026,6.389472727
Latvia,Male,Children,2027,5.996527273
Latvia,Male,Children,2028,5.603581818
Latvia,Male,Children,2029,5.210636364
Lebanon,Female,Youth,2025,23.29590909
Lebanon,Female,Youth,2026,23.50213636
Lebanon,Female,Youth,2027,23.70836364
Lebanon,Female,Youth,2028,23.91459091
Lebanon,Female,Youth,2029,24.12081818
Lebanon,Female,Adults,2025,14.3712
Lebanon,Female,Adults,2026,14.7344
Lebanon,Female,Adults,2027,15.0976
Lebanon,Female,Adults,2028,15.4608
Lebanon,Female,Adults,2029,15.824
Lebanon,Female,Children,2025,16.01907273
Lebanon,Female,Children,2026,16.32505455
Lebanon,Female,Children,2027,16.63103636
Lebanon,Female,Children,2028,16.93701818
Lebanon,Female,Children,2029,17.243
Lebanon,Male,Youth,2025,27.29307273
Lebanon,Male,Youth,2026,27.92914545
Lebanon,Male,Youth,2027,28.56521818
Lebanon,Male,Youth,2028,29.20129091
Lebanon,Male,Youth,2029,29.83736364
Lebanon,Male,Adults,2025,8.169490909
Lebanon,Male,Adults,2026,8.403072727
Lebanon,Male,Adults,2027,8.636654545
Lebanon,Male,Adults,2028,8.870236364
Lebanon,Male,Adults,2029,9.103818182
Lebanon,Male,Children,2025,11.53667273
Lebanon,Male,Children,2026,11.86407273
Lebanon,Male,Children,2027,12.19147273
Lebanon,Male,Children,2028,12.51887273
Lebanon,Male,Children,2029,12.84627273
Lesotho,Female,Youth,2025,36.37027273
Lesotho,Female,Youth,2026,36.62736364
Lesotho,Female,Youth,2027,36.88445455
Lesotho,Female,Youth,2028,37.14154545
Lesotho,Female,Youth,2029,37.39863636
Lesotho,Female,Adults,2025,16.00429091
Lesotho,Female,Adults,2026,16.13794545
Lesotho,Female,Adults,2027,16.2716
Lesotho,Female,Adults,2028,16.40525455
Lesotho,Female,Adults,2029,16.53890909
Lesotho,Female,Children,2025,19.43532727
Lesotho,Female,Children,2026,19.52097273
Lesotho,Female,Children,2027,19.60661818
Lesotho,Female,Children,2028,19.69226364
Lesotho,Female,Children,2029,19.77790909
Lesotho,Male,Youth,2025,18.1908
Lesotho,Male,Youth,2026,18.26128182
Lesotho,Male,Youth,2027,18.33176364
Lesotho,Male,Youth,2028,18.40224545
Lesotho,Male,Youth,2029,18.47272727
Lesotho,Male,Adults,2025,14.76763636
Lesotho,Male,Adults,2026,14.85840909
Lesotho,Male,Adults,2027,14.94918182
Lesotho,Male,Adults,2028,15.03995455
Lesotho,Male,Adults,2029,15.13072727
Lesotho,Male,Children,2025,15.39972727
Lesotho,Male,Children,2026,15.46968182
Lesotho,Male,Children,2027,15.53963636
Lesotho,Male,Children,2028,15.60959091
Lesotho,Male,Children,2029,15.67954545
Liberia,Female,Youth,2025,2.509054545
Liberia,Female,Youth,2026,2.5732
Liberia,Female,Youth,2027,2.637345455
Liberia,Female,Youth,2028,2.701490909
Liberia,Female,Youth,2029,2.765636364
Liberia,Female,Adults,2025,2.581472727
Liberia,Female,Adults,2026,2.610218182
Liberia,Female,Adults,2027,2.638963636
Liberia,Female,Adults,2028,2.667709091
Liberia,Female,Adults,2029,2.696454545
Liberia,Female,Children,2025,2.5624
Liberia,Female,Children,2026,2.599572727
Liberia,Female,Children,2027,2.636745455
Liberia,Female,Children,2028,2.673918182
Liberia,Female,Children,2029,2.711090909
Liberia,Male,Youth,2025,2.554836364
Liberia,Male,Youth,2026,2.584490909
Liberia,Male,Youth,2027,2.614145455
Liberia,Male,Youth,2028,2.6438
Liberia,Male,Youth,2029,2.673454545
Liberia,Male,Adults,2025,4.863654545
Liberia,Male,Adults,2026,4.981718182
Liberia,Male,Adults,2027,5.099781818
Liberia,Male,Adults,2028,5.217845455
Liberia,Male,Adults,2029,5.335909091
Liberia,Male,Children,2025,4.287418182
Liberia,Male,Children,2026,4.382336364
Liberia,Male,Children,2027,4.477254545
Liberia,Male,Children,2028,4.572172727
Liberia,Male,Children,2029,4.667090909
Libya,Female,Youth,2025,68.57463636
Libya,Female,Youth,2026,68.46531818
Libya,Female,Youth,2027,68.356
Libya,Female,Youth,2028,68.24668182
Libya,Female,Youth,2029,68.13736364
Libya,Female,Adults,2025,21.19792727
Libya,Female,Adults,2026,21.15180909
Libya,Female,Adults,2027,21.10569091
Libya,Female,Adults,2028,21.05957273
Libya,Female,Adults,2029,21.01345455
Libya,Female,Children,2025,24.71941818
Libya,Female,Children,2026,24.65433636
Libya,Female,Children,2027,24.58925455
Libya,Female,Children,2028,24.52417273
Libya,Female,Children,2029,24.45909091
Libya,Male,Youth,2025,40.75678182
Libya,Male,Youth,2026,40.56179091
Libya,Male,Youth,2027,40.3668
Libya,Male,Youth,2028,40.17180909
Libya,Male,Youth,2029,39.97681818
Libya,Male,Adults,2025,12.56385455
Libya,Male,Adults,2026,12.46811818
Libya,Male,Adults,2027,12.37238182
Libya,Male,Adults,2028,12.27664545
Libya,Male,Adults,2029,12.18090909
Libya,Male,Children,2025,15.20332727
Libya,Male,Children,2026,15.09697273
Libya,Male,Children,2027,14.99061818
Libya,Male,Children,2028,14.88426364
Libya,Male,Children,2029,14.77790909
Lithuania,Female,Youth,2025,8.560254545
Lithuania,Female,Youth,2026,7.8796
Lithuania,Female,Youth,2027,7.198945455
Lithuania,Female,Youth,2028,6.518290909
Lithuania,Female,Youth,2029,5.837636364
Lithuania,Female,Adults,2025,5.220309091
Lithuania,Female,Adults,2026,5.061072727
Lithuania,Female,Adults,2027,4.901836364
Lithuania,Female,Adults,2028,4.7426
Lithuania,Female,Adults,2029,4.583363636
Lithuania,Female,Children,2025,5.388218182
Lithuania,Female,Children,2026,5.184436364
Lithuania,Female,Children,2027,4.980654545
Lithuania,Female,Children,2028,4.776872727
Lithuania,Female,Children,2029,4.573090909
Lithuania,Male,Youth,2025,11.86781818
Lithuania,Male,Youth,2026,11.351
Lithuania,Male,Youth,2027,10.83418182
Lithuania,Male,Youth,2028,10.31736364
Lithuania,Male,Youth,2029,9.800545455
Lithuania,Male,Adults,2025,5.214181818
Lithuania,Male,Adults,2026,4.809909091
Lithuania,Male,Adults,2027,4.405636364
Lithuania,Male,Adults,2028,4.001363636
Lithuania,Male,Adults,2029,3.597090909
Lithuania,Male,Children,2025,5.595436364
Lithuania,Male,Children,2026,5.157509091
Lithuania,Male,Children,2027,4.719581818
Lithuania,Male,Children,2028,4.281654545
Lithuania,Male,Children,2029,3.843727273
Luxembourg,Female,Youth,2025,21.16474545
Luxembourg,Female,Youth,2026,21.75971818
Luxembourg,Female,Youth,2027,22.35469091
Luxembourg,Female,Youth,2028,22.94966364
Luxembourg,Female,Youth,2029,23.54463636
Luxembourg,Female,Adults,2025,3.741727273
Luxembourg,Female,Adults,2026,3.545181818
Luxembourg,Female,Adults,2027,3.348636364
Luxembourg,Female,Adults,2028,3.152090909
Luxembourg,Female,Adults,2029,2.955545455
Luxembourg,Female,Children,2025,5.039527273
Luxembourg,Female,Children,2026,4.902054545
Luxembourg,Female,Children,2027,4.764581818
Luxembourg,Female,Children,2028,4.627109091
Luxembourg,Female,Children,2029,4.489636364
Luxembourg,Male,Youth,2025,12.62745455
Luxembourg,Male,Youth,2026,11.72718182
Luxembourg,Male,Youth,2027,10.82690909
Luxembourg,Male,Youth,2028,9.926636364
Luxembourg,Male,Youth,2029,9.026363636
Luxembourg,Male,Adults,2025,4.411545455
Luxembourg,Male,Adults,2026,4.380590909
Luxembourg,Male,Adults,2027,4.349636364
Luxembourg,Male,Adults,2028,4.318681818
Luxembourg,Male,Adults,2029,4.287727273
Luxembourg,Male,Children,2025,5.028509091
Luxembourg,Male,Children,2026,4.937654545
Luxembourg,Male,Children,2027,4.8468
Luxembourg,Male,Children,2028,4.755945455
Luxembourg,Male,Children,2029,4.665090909
"Macau, China",Female,Youth,2025,4.738709091
"Macau, China",Female,Youth,2026,4.835190909
"Macau, China",Female,Youth,2027,4.931672727
"Macau, China",Female,Youth,2028,5.028154545
"Macau, China",Female,Youth,2029,5.124636364
"Macau, China",Female,Adults,2025,1.418345455
"Macau, China",Female,Adults,2026,1.429327273
"Macau, China",Female,Adults,2027,1.440309091
"Macau, China",Female,Adults,2028,1.451290909
"Macau, China",Female,Adults,2029,1.462272727
"Macau, China",Female,Children,2025,1.637254545
"Macau, China",Female,Children,2026,1.645054545
"Macau, China",Female,Children,2027,1.652854545
"Macau, China",Female,Children,2028,1.660654545
"Macau, China",Female,Children,2029,1.668454545
"Macau, China",Male,Youth,2025,7.254454545
"Macau, China",Male,Youth,2026,7.398136364
"Macau, China",Male,Youth,2027,7.541818182
"Macau, China",Male,Youth,2028,7.6855
"Macau, China",Male,Youth,2029,7.829181818
"Macau, China",Male,Adults,2025,1.780054545
"Macau, China",Male,Adults,2026,1.766109091
"Macau, China",Male,Adults,2027,1.752163636
"Macau, China",Male,Adults,2028,1.738218182
"Macau, China",Male,Adults,2029,1.724272727
"Macau, China",Male,Children,2025,2.091145455
"Macau, China",Male,Children,2026,2.069609091
"Macau, China",Male,Children,2027,2.048072727
"Macau, China",Male,Children,2028,2.026536364
"Macau, China",Male,Children,2029,2.005
Madagascar,Female,Youth,2025,3.361272727
Madagascar,Female,Youth,2026,3.417409091
Madagascar,Female,Youth,2027,3.473545455
Madagascar,Female,Youth,2028,3.529681818
Madagascar,Female,Youth,2029,3.585818182
Madagascar,Female,Adults,2025,1.548127273
Madagascar,Female,Adults,2026,1.579209091
Madagascar,Female,Adults,2027,1.610290909
Madagascar,Female,Adults,2028,1.641372727
Madagascar,Female,Adults,2029,1.672454545
Madagascar,Female,Children,2025,2.040309091
Madagascar,Female,Children,2026,2.073572727
Madagascar,Female,Children,2027,2.106836364
Madagascar,Female,Children,2028,2.1401
Madagascar,Female,Children,2029,2.173363636
Madagascar,Male,Youth,2025,4.360345455
Madagascar,Male,Youth,2026,4.445236364
Madagascar,Male,Youth,2027,4.530127273
Madagascar,Male,Youth,2028,4.615018182
Madagascar,Male,Youth,2029,4.699909091
Madagascar,Male,Adults,2025,1.188636364
Madagascar,Male,Adults,2026,1.217954545
Madagascar,Male,Adults,2027,1.247272727
Madagascar,Male,Adults,2028,1.276590909
Madagascar,Male,Adults,2029,1.305909091
Madagascar,Male,Children,2025,2.051490909
Madagascar,Male,Children,2026,2.0883
Madagascar,Male,Children,2027,2.125109091
Madagascar,Male,Children,2028,2.161918182
Madagascar,Male,Children,2029,2.198727273
Malawi,Female,Youth,2025,7.519163636
Malawi,Female,Youth,2026,7.553190909
Malawi,Female,Youth,2027,7.587218182
Malawi,Female,Youth,2028,7.621245455
Malawi,Female,Youth,2029,7.655272727
Malawi,Female,Adults,2025,5.667836364
Malawi,Female,Adults,2026,5.695309091
Malawi,Female,Adults,2027,5.722781818
Malawi,Female,Adults,2028,5.750254545
Malawi,Female,Adults,2029,5.777727273
Malawi,Female,Children,2025,6.234836364
Malawi,Female,Children,2026,6.266581818
Malawi,Female,Children,2027,6.298327273
Malawi,Female,Children,2028,6.330072727
Malawi,Female,Children,2029,6.361818182
Malawi,Male,Youth,2025,6.580418182
Malawi,Male,Youth,2026,6.587836364
Malawi,Male,Youth,2027,6.595254545
Malawi,Male,Youth,2028,6.602672727
Malawi,Male,Youth,2029,6.610090909
Malawi,Male,Adults,2025,3.367454545
Malawi,Male,Adults,2026,3.384454545
Malawi,Male,Adults,2027,3.401454545
Malawi,Male,Adults,2028,3.418454545
Malawi,Male,Adults,2029,3.435454545
Malawi,Male,Children,2025,4.427890909
Malawi,Male,Children,2026,4.454781818
Malawi,Male,Children,2027,4.481672727
Malawi,Male,Children,2028,4.508563636
Malawi,Male,Children,2029,4.535454545
Malaysia,Female,Youth,2025,12.24076364
Malaysia,Female,Youth,2026,12.2213
Malaysia,Female,Youth,2027,12.20183636
Malaysia,Female,Youth,2028,12.18237273
Malaysia,Female,Youth,2029,12.16290909
Malaysia,Female,Adults,2025,2.841054545
Malaysia,Female,Adults,2026,2.944518182
Malaysia,Female,Adults,2027,3.047981818
Malaysia,Female,Adults,2028,3.151445455
Malaysia,Female,Adults,2029,3.254909091
Malaysia,Female,Children,2025,4.128563636
Malaysia,Female,Children,2026,4.184172727
Malaysia,Female,Children,2027,4.239781818
Malaysia,Female,Children,2028,4.295390909
Malaysia,Female,Children,2029,4.351
Malaysia,Male,Youth,2025,10.69116364
Malaysia,Male,Youth,2026,10.72655455
Malaysia,Male,Youth,2027,10.76194545
Malaysia,Male,Youth,2028,10.79733636
Malaysia,Male,Youth,2029,10.83272727
Malaysia,Male,Adults,2025,2.917363636
Malaysia,Male,Adults,2026,3.044954545
Malaysia,Male,Adults,2027,3.172545455
Malaysia,Male,Adults,2028,3.300136364
Malaysia,Male,Adults,2029,3.427727273
Malaysia,Male,Children,2025,3.925490909
Malaysia,Male,Children,2026,4.018936364
Malaysia,Male,Children,2027,4.112381818
Malaysia,Male,Children,2028,4.205827273
Malaysia,Male,Children,2029,4.299272727
Maldives,Female,Youth,2025,7.967490909
Maldives,Female,Youth,2026,7.616572727
Maldives,Female,Youth,2027,7.265654545
Maldives,Female,Youth,2028,6.914736364
Maldives,Female,Youth,2029,6.563818182
Maldives,Female,Adults,2025,1.950545455
Maldives,Female,Adults,2026,1.7485
Maldives,Female,Adults,2027,1.546454545
Maldives,Female,Adults,2028,1.344409091
Maldives,Female,Adults,2029,1.142363636
Maldives,Female,Children,2025,2.699036364
Maldives,Female,Children,2026,2.366709091
Maldives,Female,Children,2027,2.034381818
Maldives,Female,Children,2028,1.702054545
Maldives,Female,Children,2029,1.369727273
Maldives,Male,Youth,2025,18.21154545
Maldives,Male,Youth,2026,18.12068182
Maldives,Male,Youth,2027,18.02981818
Maldives,Male,Youth,2028,17.93895455
Maldives,Male,Youth,2029,17.84809091
Maldives,Male,Adults,2025,2.946363636
Maldives,Male,Adults,2026,2.881909091
Maldives,Male,Adults,2027,2.817454545
Maldives,Male,Adults,2028,2.753
Maldives,Male,Adults,2029,2.688545455
Maldives,Male,Children,2025,4.035
Maldives,Male,Children,2026,3.788272727
Maldives,Male,Children,2027,3.541545455
Maldives,Male,Children,2028,3.294818182
Maldives,Male,Children,2029,3.048090909
Mali,Female,Youth,2025,5.746709091
Mali,Female,Youth,2026,6.1001
Mali,Female,Youth,2027,6.453490909
Mali,Female,Youth,2028,6.806881818
Mali,Female,Youth,2029,7.160272727
Mali,Female,Adults,2025,2.662836364
Mali,Female,Adults,2026,2.835945455
Mali,Female,Adults,2027,3.009054545
Mali,Female,Adults,2028,3.182163636
Mali,Female,Adults,2029,3.355272727
Mali,Female,Children,2025,3.597036364
Mali,Female,Children,2026,3.821936364
Mali,Female,Children,2027,4.046836364
Mali,Female,Children,2028,4.271736364
Mali,Female,Children,2029,4.496636364
Mali,Male,Youth,2025,5.265018182
Mali,Male,Youth,2026,5.5534
Mali,Male,Youth,2027,5.841781818
Mali,Male,Youth,2028,6.130163636
Mali,Male,Youth,2029,6.418545455
Mali,Male,Adults,2025,3.1166
Mali,Male,Adults,2026,3.321063636
Mali,Male,Adults,2027,3.525527273
Mali,Male,Adults,2028,3.729990909
Mali,Male,Adults,2029,3.934454545
Mali,Male,Children,2025,3.704981818
Mali,Male,Children,2026,3.930509091
Mali,Male,Children,2027,4.156036364
Mali,Male,Children,2028,4.381563636
Mali,Male,Children,2029,4.607090909
Malta,Female,Youth,2025,3.4372
Malta,Female,Youth,2026,2.751672727
Malta,Female,Youth,2027,2.066145455
Malta,Female,Youth,2028,1.380618182
Malta,Female,Youth,2029,0.695090909
Malta,Female,Adults,2025,2.050727273
Malta,Female,Adults,2026,1.843318182
Malta,Female,Adults,2027,1.635909091
Malta,Female,Adults,2028,1.4285
Malta,Female,Adults,2029,1.221090909
Malta,Female,Children,2025,2.065563636
Malta,Female,Children,2026,1.762990909
Malta,Female,Children,2027,1.460418182
Malta,Female,Children,2028,1.157845455
Malta,Female,Children,2029,0.855272727
Malta,Male,Youth,2025,11.63987273
Malta,Male,Youth,2026,11.59388182
Malta,Male,Youth,2027,11.54789091
Malta,Male,Youth,2028,11.5019
Malta,Male,Youth,2029,11.45590909
Malta,Male,Adults,2025,1.356854545
Malta,Male,Adults,2026,1.079118182
Malta,Male,Adults,2027,0.801381818
Malta,Male,Adults,2028,0.523645455
Malta,Male,Adults,2029,0.245909091
Malta,Male,Children,2025,2.076036364
Malta,Male,Children,2026,1.773254545
Malta,Male,Children,2027,1.470472727
Malta,Male,Children,2028,1.167690909
Malta,Male,Children,2029,0.864909091
Mauritania,Female,Youth,2025,35.38872727
Mauritania,Female,Youth,2026,36.62745455
Mauritania,Female,Youth,2027,37.86618182
Mauritania,Female,Youth,2028,39.10490909
Mauritania,Female,Youth,2029,40.34363636
Mauritania,Female,Adults,2025,13.42318182
Mauritania,Female,Adults,2026,13.79727273
Mauritania,Female,Adults,2027,14.17136364
Mauritania,Female,Adults,2028,14.54545455
Mauritania,Female,Adults,2029,14.91954545
Mauritania,Female,Children,2025,16.89147273
Mauritania,Female,Children,2026,17.37149091
Mauritania,Female,Children,2027,17.85150909
Mauritania,Female,Children,2028,18.33152727
Mauritania,Female,Children,2029,18.81154545
Mauritania,Male,Youth,2025,22.287
Mauritania,Male,Youth,2026,22.75631818
Mauritania,Male,Youth,2027,23.22563636
Mauritania,Male,Youth,2028,23.69495455
Mauritania,Male,Youth,2029,24.16427273
Mauritania,Male,Adults,2025,5.209654545
Mauritania,Male,Adults,2026,4.974809091
Mauritania,Male,Adults,2027,4.739963636
Mauritania,Male,Adults,2028,4.505118182
Mauritania,Male,Adults,2029,4.270272727
Mauritania,Male,Children,2025,8.061909091
Mauritania,Male,Children,2026,7.936727273
Mauritania,Male,Children,2027,7.811545455
Mauritania,Male,Children,2028,7.686363636
Mauritania,Male,Children,2029,7.561181818
Mauritius,Female,Youth,2025,19.84398182
Mauritius,Female,Youth,2026,18.61978182
Mauritius,Female,Youth,2027,17.39558182
Mauritius,Female,Youth,2028,16.17138182
Mauritius,Female,Youth,2029,14.94718182
Mauritius,Female,Adults,2025,5.431618182
Mauritius,Female,Adults,2026,5.245463636
Mauritius,Female,Adults,2027,5.059309091
Mauritius,Female,Adults,2028,4.873154545
Mauritius,Female,Adults,2029,4.687
Mauritius,Female,Children,2025,6.761327273
Mauritius,Female,Children,2026,6.343472727
Mauritius,Female,Children,2027,5.925618182
Mauritius,Female,Children,2028,5.507763636
Mauritius,Female,Children,2029,5.089909091
Mauritius,Male,Youth,2025,18.32705455
Mauritius,Male,Youth,2026,18.13779091
Mauritius,Male,Youth,2027,17.94852727
Mauritius,Male,Youth,2028,17.75926364
Mauritius,Male,Youth,2029,17.57
Mauritius,Male,Adults,2025,3.002963636
Mauritius,Male,Adults,2026,2.981109091
Mauritius,Male,Adults,2027,2.959254545
Mauritius,Male,Adults,2028,2.9374
Mauritius,Male,Adults,2029,2.915545455
Mauritius,Male,Children,2025,4.369218182
Mauritius,Male,Children,2026,4.273436364
Mauritius,Male,Children,2027,4.177654545
Mauritius,Male,Children,2028,4.081872727
Mauritius,Male,Children,2029,3.986090909
Mexico,Female,Youth,2025,6.363181818
Mexico,Female,Youth,2026,6.050363636
Mexico,Female,Youth,2027,5.737545455
Mexico,Female,Youth,2028,5.424727273
Mexico,Female,Youth,2029,5.111909091
Mexico,Female,Adults,2025,2.356018182
Mexico,Female,Adults,2026,2.268809091
Mexico,Female,Adults,2027,2.1816
Mexico,Female,Adults,2028,2.094390909
Mexico,Female,Adults,2029,2.007181818
Mexico,Female,Children,2025,2.909890909
Mexico,Female,Children,2026,2.770690909
Mexico,Female,Children,2027,2.631490909
Mexico,Female,Children,2028,2.492290909
Mexico,Female,Children,2029,2.353090909
Mexico,Male,Youth,2025,5.598527273
Mexico,Male,Youth,2026,5.382736364
Mexico,Male,Youth,2027,5.166945455
Mexico,Male,Youth,2028,4.951154545
Mexico,Male,Youth,2029,4.735363636
Mexico,Male,Adults,2025,2.441836364
Mexico,Male,Adults,2026,2.350445455
Mexico,Male,Adults,2027,2.259054545
Mexico,Male,Adults,2028,2.167663636
Mexico,Male,Adults,2029,2.076272727
Mexico,Male,Children,2025,2.932054545
Mexico,Male,Children,2026,2.807472727
Mexico,Male,Children,2027,2.682890909
Mexico,Male,Children,2028,2.558309091
Mexico,Male,Children,2029,2.433727273
"Moldova, Republic of",Female,Youth,2025,3.546345455
"Moldova, Republic of",Female,Youth,2026,3.628509091
"Moldova, Republic of",Female,Youth,2027,3.710672727
"Moldova, Republic of",Female,Youth,2028,3.792836364
"Moldova, Republic of",Female,Youth,2029,3.875
"Moldova, Republic of",Female,Adults,2025,0.680363636
